ID	SOURCES	SEARCH_WORD	GENRES	CORPUS	PERIOD	REST_LEFT	NODE	REST_RIGHT	DATA_TYPE	ROOT_USE	USE	PATTERN	ENGLISH_GLOSS	WORD_ORDER	LU_PHRASE_TYPE	LEXICAL_UNIT	METANET_SOURCE_FRAMES	SUBMET	CXN_PATTERNS	FRAME_FAMILIES	PERIODS	PERIOD_RANGE	METAPHORS
sng_164	classical_malay	senang	newspapers	S 9May31:1	1930	...... dan biasa pula berbuah dengan tiada sekali serampak dalam masing-masing tempat. Pada fikiran kita harga buahnya (walau semurah-murahnya sekalipun) akan boleh <phr>mendatangkan</phr>	<w type=“target”>kesenangan</w>	"dan hasil kepada tuannya. Tambahan pula ilmu ""science"" yang senantiasa diperolehi oleh manusia bagi membaiki kehidupan ramai di dalam dunia ini akan senantiasa bertambah"	ke_an	ke_an	m	mendatangkan NP	to cause NP to come	NA	vp	datangkan	FORCED MOTION	CAUSING HAPPINESS IS CAUSED MOTION OF AN OBJECT TO A LOCATION	S-verb_T-dobj	MOTION	1900s	1900-49	happiness is a possessable object
sng_166	classical_malay	senang	newspapers	S 16May31:1	1930	....... nama Tanah Melayu yang aman dan mewah makmur ini. Sekalian kaum Melayu telah sedar akan diri daripada kelalaian yang berapa lama oleh <phr>tertipu daya dengan</phr> kemakmuran dan	<w type=“target”>kesenangan</w>	"kehidupan mendapat rezeki dengan menang pagi dan petang sahaja, yang telah dipasak dan dimeteraikan oleh pengajaran yang tiada betul, ""sahajalah"". Apa-apa yang dapat (al-"	ke_an	ke_an	m	tertipu daya dengan NP	to be tricked with NP	NA	vp	tipu daya	DECEPTION SCENARIO	HAPPINESS IS A DECEIVER	S-verb_prep_T-noun	FORCE	1900s	1900-49	happiness is a deceiver
sng_167	classical_malay	senang	newspapers	S 1Aug31:5	1930	....... apa yang telah jadi pada dirinya macam manakah asalnya, sebab berani mereka membuatnya dan menuntut yang bukan haknya, ialah kerana mereka <phr>di dalam</phr> kekayaan, kemakmuran,	<w type=“target”>kesenangan</w>	dan kemegahan pula. Satu lagi di dalam kekejutan dan ketakutan, walau haknya itu sedengik sekalipun, tetapi oleh sebab kesingkatan pengetahuan dan kemalasan anak ........	ke_an	ke_an	prepo	di dalam NP	inside of NP	NA	pp	di dalam	BOUNDED REGION	EXPERIENCING HAPPINESS IS BEING IN A BOUNDED REGION	S-prep_T-noun	LOCATION	1900s	1900-49	happiness is a location
sng_168	classical_malay	senang	newspapers	S 1Aug31:5	1930	.... sekalipun, tetapi oleh sebab kesingkatan pengetahuan dan kemalasan anak negerinya kepada serba aneka tertampaklah kemerbahayaan itu kepada anak-anak negeri dan <phr>kelihatanlah</phr>	<w type=“target”>kesenangan</w>	dan kerayaan itu kepada mereka-mereka yang datang ke mari buat memperusahakan diri kerana mencari kehidupan dan kekayaan. Ayuhai Tuan Pembaca yang budiman, betapakah ....	ke_an	ke_an	m	NP kelihatan	NP be visible	pred_subj	vp	kelihatan	SEEING	EXISTENCE OF HAPPINESS IS VISIBILITY OF AN OBJECT	S-verb_T-noun	PERCEPTION	1900s	1900-49	happiness is an (un)veiled object
sng_169	classical_malay	senang	newspapers	S 20Aug31:6	1930	..... perkeliruan dan kesusahan segala isi negeri dan mereka-mereka yang berniaga itu. Maka adalah suatu jalan yang menolak kepayahan seperti yang tersebut itu dan <phr>mendatangkan</phr>	<w type=“target”>kesenangan</w>	dan faedah pada isi negeri iaitu biarlah segala negeri-negeri Melayu dan Selat muafakat supaya mengadakan suatu Pejabat Kastam bagi seluruh Tanah Melayu bagi mengutip ...	ke_an	ke_an	m	mendatangkan NP	to cause NP to come	NA	vp	datangkan	FORCED MOTION	CAUSING HAPPINESS IS CAUSED MOTION OF AN OBJECT TO A LOCATION	S-verb_T-dobj	MOTION	1900s	1900-49	happiness is a possessable object
sng_17	classical_malay	senang	prose	Abd.C KA 81	1840	...... yang lain? Maka jikalau kiranya ada dalam barang negeri2 Melayu, baik raja2nya atau orang besarnya yang ada menerima segala `adat2 dan pekerjaan Eropah yang <phr>mendatangkan</phr>	<w type=“target”>kesenangan</w>	dan sentosa seperti pekerjaan asap ini, maka jikalau dilihat oleh orang `Arab akan hal negeri itu lain adanya daripada `adat sehari2 dan apabila dilihatnya akan hal .....	ke_an	ke_an	m	mendatangkan NP	to cause NP to come	NA	vp	datangkan	FORCED MOTION	CAUSING HAPPINESS IS CAUSED MOTION OF AN OBJECT TO A LOCATION	S-verb_T-dobj	MOTION	1800s	1800-49	happiness is a possessable object
sng_170	classical_malay	senang	newspapers	S 20Aug31:6	1930	.... di taruh kastam dan jagaan. Sekiranya disyarikatkan Pejabat Kastam dengan persetujuan sekalian kerajaan negeri-negeri yang tersebut pada rundingan saya <phr>besarlah</phr> faedah dan	<w type=“target”>kesenangan</w>	<phr>bagi</phr> segala isi negeri oleh sebab perniagaannya boleh dibawa daripada setempat ke setempat di dalam tanah Melayu dengan tiada bercukai atau apa-apa sekatan. Dan lagi, ...	ke_an	ke_an	m	NP besar	NP be big	pred_subj	adj	besar	SIZE	INTENSITY OF HAPPINESS IS SIZE OF OBJECT	T-subj_S-adj-pred	SCALE	1900s	1900-49	intensity of happiness is size of object
sng_172	classical_malay	senang	newspapers	WM 3Dec31:4	1930	.. itu, 5,000 orang Melayu, selebihnya itu lain bangsa yang mencari kehidupan kepada orang Melayu. Sungguhpun semasa ini zaman meleset, tetapi orang di mukim itu masih <phr>di dalam</phr>	<w type=“target”>kesenangan</w>	lagi, sebab apa? Kerana lebih 80 peratus daripada anak Melayunya mempunyai tanah sawah apa lagi kebun getah, dusun durian dan kelapa. Maka mukim ini diperintahkan oleh ..	ke_an	ke_an	prepo	di dalam NP	inside of NP	NA	pp	di dalam	BOUNDED REGION	EXPERIENCING HAPPINESS IS BEING IN A BOUNDED REGION	S-prep_T-noun	LOCATION	1900s	1900-49	happiness is a location
sng_173	classical_malay	senang	newspapers	S 9Mar32:5	1930	...... dia kebaikannya itu? Kita sudah memang ketahui ada pun ghalibnya tabiat orang Melayu itu suka senang dan tak suka susah, barangkali ialah sebab sudah biasa terlatih <phr>dalam</phr>	<w type=“target”>kesenangan</w>	<phr>di dalam</phr> negeri kita yang sangat makmur ini. Maka oleh sebab yang demikian itu jaranglah kita dapati orang kita itu mau mencuba membuat apa-apa pekerjaan yang susah dan .	ke_an	ke_an	prepo	dalam NP	inside of NP	NA	pp	dalam	BOUNDED REGION	EXPERIENCING HAPPINESS IS BEING IN A BOUNDED REGION	S-prep_T-noun	LOCATION	1900s	1900-49	happiness is a location
sng_174	classical_malay	senang	newspapers	S 9Mar32:5	1930	.. itu jaranglah kita dapati orang kita itu mau mencuba membuat apa-apa pekerjaan yang susah dan berat walaupun diketahuinya pekerjaan itu boleh <phr>membawa akan dia akhirnya kepada</phr>	<w type=“target”>kesenangan</w>	. Dan lagi, satu sifat Melayu yang ghalib ialah besar hati, maka dengan sebab sifat ini tidaklah ia mau mengerjakan sesuatu pekerjaan yang rendah atau kecil sebab katanya	ke_an	ke_an	m	membawa akan X kepada NP	to bring X towards NP	NA	vp	bawa	BRINGING	CAUSING HAPPINESS IS CAUSED MOTION TO A LOCATION	S-verb_prep_noun_prep_T-noun	MOTION	1900s	1900-49	happiness is a location
sng_179	classical_malay	senang	newspapers	S 10Aug32:7	1930	..... sedia. Dan lagi, setengah daripada cadangan yang terutama itu ialah hendak menyatukan beberapa pejabat, seumpama kastam, post dan telegraf dan lain-lainnya supaya <phr>memberi</phr>	<w type=“target”>kesenangan</w>	dan kecermatan yang berguna sekali kepada semua negeri Melayu, baik negeri Negeri-Negeri Melayu Yang Bersekutu dan baik pun Negeri-Negeri Melayu Yang Belum Bersekutu, ...	ke_an	ke_an	m	memberi NP	to give NP	NA	vp	beri	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	S-verb_T-dobj	POSSESSION	1900s	1900-49	happiness is a possessable object
sng_18	classical_malay	senang	prose	Abd.H 126:4	1840	.... terlalu baik budi bahasanya lagi dengan tegur sapanya. Melainkan Allah juga membalas kasihnya itu dalam dunia ini dengan bertambah2 kebesaran dan kemuliaan serta <phr>diberinya</phr>	<w type=“target”>kesenangan</w>	lagi sehat dalam sentosanya. Maka pada hari itu juga ia membuat bicara lalu dibawanya pergi bapa saudaraku yang bernama Isma`il Lebai. Lalu berlayarlah ia bersama2 kapal	ke_an	ke_an	m	NP diberinya	NP be given	pred_subj	vp	beri	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	S-verb_T-noun	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_180	classical_malay	senang	newspapers	S 10Aug32:7	1930	..... kita jikalau pemerintah tiap-tiap negeri Melayu tiada bersetuju pada membangunkan kesatuan negeri-negeri Melayu dengan satu ikatan perjanjian yang amat teguh, dan <phr>memberi</phr>	<w type=“target”>kesenangan</w>	dan kebebasan kepada rakyat-rakyat ini negerinya yang berbangsa Melayu. Maka di atas muslihat ini, maka sekiranya pemerintah-pemerintah negeri Melayu bersetuju pada .....	ke_an	ke_an	m	memberi NP	to give NP	NA	vp	beri	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	S-verb_T-dobj	POSSESSION	1900s	1900-49	happiness is a possessable object
sng_181	classical_malay	senang	newspapers	S 17Aug32:6	1930	....-Sultan Negeri-Negeri Melayu itu, tetapi orang-orang bangsa asing yang sudah diberi betis hendak paha pula itu rupanya tidak berpuasa hati daripada kemakmuran kekayaan dan	<w type=“target”>kesenangan</w>	<phr>yang telah diperoleh</phr> oleh mereka itu <phr>di dalam</phr> negeri kita yang di bawah naungan keadilan British ini. Maka berkehendaklah pula mereka itu kesenangan yang terlebih lagi ..	ke_an	ke_an	m	NP yang diperoleh	NP that be acquired/obtained	NA	vp	peroleh	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	T-noun_REL_S-verb	POSSESSION	1900s	1900-49	happiness is a possessable object
sng_184	classical_malay	senang	newspapers	MG Sep32:223	1930	....... Oleh itu kita berani kata disebabkan musim yang susah wang ini, nyatalah anak-anak bangsa asing di negeri ini leka berbuat-buat dan mengadakan <phr>jalan pencariannya untuk</phr>	<w type=“target”>kesenangan</w>	bagi hidupnya menurut peredaran masa. Dalil keterangan ini boleh kita lihat di dalam pertunjukan itu kita dapati rupa-rupa barang yang diperagakan oleh bangsa-bangsa ....	ke_an	ke_an	m	jalan pencarian untuk NP	street/way of searching for NP	NA	np	jalan pencarian	PHYSICAL PATH	HAPPINESS IS A DESTINATION/LOCATION	S-noun_prep_T-noun	MOTION	1900s	1900-49	happiness is a desired goal
sng_185	classical_malay	senang	newspapers	M 1Sep32:5	1930	".... keadaan kita Melayu pada kedudukan dan pekerti. Mulanya kita sangat segan mengeja hal keadaan kita sendiri pada masa kita mengatakan ""Mimpi Yang Belum Bermakna"" itu. Tetapi"	<w type=“target”>kesenangan</w>	<phr>kita</phr> itu rupanya boleh jadi <phr>mengelirukan</phr> faham rakan-rakan kita. Sekarang cuba perhatikan Conference orang baru diadakan di kota ini yang kita muatkan di dalam salah ...	ke_an	ke_an	m	NP mengelirukan X	NP misleads X	NA	vp	kelirukan	DECEPTION SCENARIO	HAPPINESS IS A DECEIVER	T-subj_S-verb	FORCE	1900s	1900-49	happiness is a deceiver
sng_187	classical_malay	senang	newspapers	S 29Sep32:7	1930	supaya mata kita terbuka buat memandang akan keadaan umat yang telah menerima kelazatan dan memegang teraju kemajuan itu yang mana mereka itu telah mendapat menduduki <phr>mahligai</phr>	<w type=“target”>kesenangan</w>	dan bermahkotakan kesentosaan hidup, di dalamnya bangsa asing yang telah kita pandang sebagaimana jadi, dan kesenangan mereka itu di masa kini; padahal keadaan mereka ...	ke_an	ke_an	m	mahligai NP	(princess's) bower of NP	NA	np	mahligai	BOUNDED REGION	HAPPINESS IS AN ENTITY IN A BOUNDED REGION	S-noun_T-noun	LOCATION	1900s	1900-49	happiness is a contained entity
sng_189	classical_malay	senang	newspapers	M 10Oct32:5	1930	kedapatan harta-harta mereka di simpan di negeri masing-masing sungguh pun ada juga berharta di sini. Tetapi bangsa Malayan yang datang dari Cina dengan lekas sahaja lupa akan	<w type=“target”>kesenangan</w>	"<phr>yang diperoleh</phr> mereka <phr>di dalam</phr> negeri  ini dan oleh kerana negeri kita ini diperintahi oleh satu kerajaan yang tidak kenal apakah ""zalim""; melainkan semua orang yang diam"	ke_an	ke_an	m	NP yang diperoleh	NP that be acquired/obtained	NA	vp	peroleh	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	T-noun_REL_S-verb	POSSESSION	1900s	1900-49	happiness is a possessable object
sng_19	classical_malay	senang	prose	Abd.H 152:7	1840	.... katanya: “Tuan, coba kampungkan perkataan2 bahasa Melayu. Boleh sahaya beri perkataan Inggeris. Boleh kita buat satu kitab bahasa Melayu dan Inggeris. Supaya boleh <phr>menjadi</phr>	<w type=“target”>kesenangan</w>	<phr>kepada</phr> Inggeris yang hendak belajar Melayu dan Melayu hendak belajar Inggeris.” Maka jawabku: “Baiklah, tuan.” Lalu kuusahakanlah mencari perkataan itu serta mengaturkan	ke_an	ke_an	prepo	NP kepada X	NP to(wards) X	NA	pp	kepada	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	T-noun_S-prep	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_190	classical_malay	senang	newspapers	S 15Oct32:1	1930	(Cina) yang melanggar Tanah Melayu ini berpuak-puak. Tetapi hendaklah kita ketahui bahwa bangsa-bangsa asing yang datang begini banyak ialah sebab mereka itu tampak <phr>jalan bagi</phr>	<w type=“target”>kesenangan</w>	<phr>kehidupan</phr> mereka itu, maka tiadalah mereka itu melepaskan peluang yang sangat berfaedah bagi mereka itu apa lagi tentang berniaga yang orang-orang Melayu tiada mau ......	ke_an	ke_an	m	jalan bagi NP	street/way for NP	NA	np	jalan	PHYSICAL PATH	HAPPINESS IS A MOVING OBJECT	S-noun_prep_T-noun	MOTION	1900s	1900-49	happiness is a moving object
sng_191	classical_malay	senang	newspapers	MG Nov32:335	1930	..... yang ada rupa berbuat sendiri -- bukannya umat tidak bermalu -- ketidak malu tentang lain kita boleh timbang sendiri. (4) Ber-Roh dan bersemangat lalai : lalai kita akan	<w type=“target”>kesenangan</w>	<phr>direbut</phr> bangsa-bangsa asing dihadapan mata kita. Perkara itu walaupun beribu-ribu kali penulis yang lain menyatakan kepada kita umat Melayu bagaimana kelalaian kita, ....	ke_an	ke_an	m	NP direbut	NP be seized/taken	NA	vp	rebut	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	T-subj_S-verb	POSSESSION	1900s	1900-49	happiness is a possessable object
sng_192	classical_malay	senang	newspapers	MG Nov32:335	1930	alpanya kita. Pada masa ini iaitu pun begitu disungutkan orang ramai dalam majalah dan surat-surat khabar, nampaknya kita tidak jua berperasaan masih <phr>terlena dengan rupa-rupa</phr>	<w type=“target”>kesenangan</w>	bangsa asing dalam sebarang golongan bekerja. Kita lihatlah di pekan-pekan sahaja, siapa yang jadi kuli perniagaan, siapa yang jadi tukang bekerja membina, siapa pula ...	ke_an	ke_an	m	rupa-rupa NP	(outward) appearance of NP	NA	np	rupa-rupa	OBJECT	HAPPINESS IS A PHYSICAL OBJECT	S-noun_T-noun	OBJECT	1900s	1900-49	happiness is a physical object
sng_192	classical_malay	senang	newspapers	MG Nov32:335	1930	alpanya kita. Pada masa ini iaitu pun begitu disungutkan orang ramai dalam majalah dan surat-surat khabar, nampaknya kita tidak jua berperasaan masih <phr>terlena dengan rupa-rupa</phr>	<w type=“target”>kesenangan</w>	bangsa asing dalam sebarang golongan bekerja. Kita lihatlah di pekan-pekan sahaja, siapa yang jadi kuli perniagaan, siapa yang jadi tukang bekerja membina, siapa pula ...	ke_an	ke_an	m.multi	terlena dengan rupa-rupa NP	to fall asleep/unconscious with NP	NA	vp	terlena	DECEPTION SCENARIO	HAPPINESS IS A DECEIVER	S-verb_prep_T-noun	FORCE	1900s	1900-49	happiness is a deceiver
sng_193	classical_malay	senang	newspapers	M 5Dec32:3	1930	. bahwa di dalam suatu mesyuarat di sana, orang-orang kehidupan telah sebulat akan membuka jalan yang akan menyambungkan Kampung Sungai Manggis dengan jalan besar supaya <phr>menjadi</phr>	<w type=“target”>kesenangan</w>	<phr>bagi</phr> penduduk-penduduk kampung itu membawa keluar dagangan mereka itu bukan sekadar itu sahaja, tetapi jalan yang akan dibuka sendiri itu akan menjadi sangat-sangat .....	ke_an	ke_an	prepo	NP bagi X	NP for X	NA	pp	bagi	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	T-noun_S-prep	POSSESSION	1900s	1900-49	happiness is a possessable object
sng_196	classical_malay	senang	newspapers	S 31Dec32:6	1930	sudah bulannya dan tahunnya belum juga lagi sampai. Dan sekarang kita hampir-hampir hendak masuk ke dalam pintu tahun 1933 yang banyak orang-orang mengatakan bahwa ialah <phr>pintu</phr>	<w type=“target”>kesenangan</w>	dan <colloc>kemakmuran</colloc> ataupun sekurang-kurangnya ialah permulaan perubahan daripada kesakitan yang dirasai sekarang ini kepada kesenangan yang akan didapati dengan beransur-....	ke_an	ke_an	m	pintu NP	door of NP	NA	np	pintu	ACCESS TO A LOCATION	HAPPINESS IS A DESTINATION/LOCATION	S-noun_T-noun	MOTION	1900s	1900-49	happiness is a desired goal
sng_197	classical_malay	senang	newspapers	S 31Dec32:6	1930	.... orang-orang mengatakan bahwa ialah pintu kesenangan dan kemakmuran ataupun sekurang-kurangnya ialah permulaan <phr>perubahan daripada kesakitan yang dirasai sekarang ini kepada</phr>	<w type=“target”>kesenangan</w>	<phr>yang akan didapati</phr> dengan beransur-ansur kepada beberapa tahun ke hadapan kelak. Oleh kerana kita semua sudah cukup menanggung paluan meleset ini, maka kita pun suka jua	ke_an	ke_an	m	NP yang didapati	NP that be gotten	NA	vp	dapati	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	T-noun_REL_S-verb	POSSESSION	1900s	1900-49	happiness is a possessable object
sng_198	classical_malay	senang	newspapers	S 31Dec32:6	1930	.... tenaga kita dalam apa-apa jua perusahaan yang kita kerjakan supaya senang hati kita mengadap segala yang dibawa oleh tahun 33 ini, sama <phr>ada</phr> <colloc>kesusahan</colloc> dan <colloc>kepicikan</colloc> ataupun	<w type=“target”>kesenangan</w>	dan <colloc>kemakmuran</colloc>. Maka dengan harapan yang baik, saya ucapkan tahniah kepada Tuan-Tuan Pembaca Saudara yang dihormati di atas kemasukan kita ke dalam tahun baru ini serta .	ke_an	ke_an	m	ada NP	there exists/be NP	NA	vp	ada	BEING AT A LOCATION	EXISTENCE OF HAPPINESS IS PRESENCE OF AN OBJECT AT A LOCATION	S-verb_T-noun	LOCATION	1900s	1900-49	happiness is a located object
sng_2	classical_malay	senang	prose	BSK 204/61	1760	.. tubuh?” Jawabnya Dalu Wila, “Hamba masih ingat juga.” Maka ujar Tureli, “Allah taala dan Nabi Muhammad memberi selamat Tanah Bima. Rafu dewamu dan potimu <phr>memberi</phr> kebaikan dan	<w type=“target”>kesenangan</w>	Tanah Manggarai dan segala kamu isinya. Demikianlah hati kami sekalian ini. Hai Ama Kasar, barang apa kataku mengikut, jika kuhitamkan mau hitam, jika kuputihkan putih.”	ke_an	ke_an	m	memberi NP	to give NP	NA	vp	beri	TRANSFER SCENARIO	CAUSING HAPPINESS IS OBJECT TRANSFER	S-verb_T-dobj	POSSESSION	1700s	1750-99	happiness is a possessable object
sng_20	classical_malay	senang	prose	Abd.H 244:7	1840	.... menghantarkan anak kita ke Benggala itu, bukankah beribu ringgit belanjanya, lagipun bolehkah mendapat kemuliaan seperti bersama2 dengan anak Jenderal belajar dan <phr>mendapat</phr>	<w type=“target”>kesenangan</w>	rumah tempat diam seperti rumah Jenderal? Maka jikalau kiranya sudahlah dihantarkan oleh Sultan serta Temenggung akan anak2 mereka itu seperti kehendak Tuan Raffles itu,	ke_an	ke_an	m	mendapat NP	to get NP	NA	vp	dapat	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-dobj	POSSESSION	1800s	1800-49	happiness is a possessable object
sng_200	classical_malay	senang	newspapers	S 3May33:5	1930	....... di sini juga lagi pun bangsa ketam bersenget dan gagak ini kebanyakan bersifat tipu menipu, kecuh, putar belit wang harta punya kita inilah menjadikan mereka itu <phr>beroleh</phr>	<w type=“target”>kesenangan</w>	. Sedarlah dari masa sekarang kalau mahu sedar! [Oleh] Penulis. §	ke_an	ke_an	m	beroleh NP	to (passively) get/receive NP	NA	vp	beroleh	GAIN POSSESSION	CHANGE OF STATE IS ACQUISITION	S-verb_T-noun	POSSESSION	1900s	1900-49	happiness is a possessable object
sng_201	classical_malay	senang	newspapers	WM 1Mar34:7	1930	.... menjadi dua kali ganda oleh sebab Singapura akan membeli dagangan-dagangan daripada sekalian negeri-negeri Melayu. Maka keadaan Semenanjung kita sedikit hari lagi <phr>di dalam</phr>	<w type=“target”>kesenangan</w>	dan <colloc>kemakmuran</colloc> itu sudah tertentu. Dan lagi oleh sebab Singapura dan Semenanjung kita ini akan menjadi lebih masyhur, maka nama umat Melayu pun akan menjadi masyhur juga	ke_an	ke_an	prepo	di dalam NP	inside of NP	NA	pp	di dalam	BOUNDED REGION	EXPERIENCING HAPPINESS IS BEING IN A BOUNDED REGION	S-prep_T-noun	LOCATION	1900s	1900-49	happiness is a location
sng_203	classical_malay	senang	newspapers	WM 30Apr34:7	1930	... sekolah-sekolah dan mengadakan guru-guru yang bijaksana itu ialah maksud tujuannya hendak memberi pertolongan kepada anak-anak negeri mengambil pelajaran yang akan <phr>menjadi</phr>	<w type=“target”>kesenangan</w>	<phr>pada jalan</phr> mencari nafkah kehidupan sebagai kaki tangan kerajaan dan lain-lainnya. Tetapi oleh kerana didapati dari semasa ke semasa pada tentang pelajaran anak-anak ....	ke_an	ke_an	prepo	NP pada X	NP at X	NA	pp	pada	LOCATIVE_RELATION	EXISTENCE OF HAPPINESS IS PRESENCE OF AN OBJECT AT A LOCATION	T-noun_S-prep	LOCATION	1900s	1900-49	happiness is a located object
sng_204	classical_malay	senang	newspapers	MG Aug34:201	1930	.. itu tak dapat tiada jadilah panjang kasih dan kekal tali suami isteri kamu. Anak perempuan yang hidup sederhana jangan selalu runsing dan jangan selalu memandang kepada apa	<w type=“target”>kesenangan</w>	<phr>yang ada pada</phr> saudara perempuan-perempuan kamu yang lain, kerana sudah memang adat di dunia tiada semua orang pandai, tiada semua orang bodoh, tiada sekalian orang susah	ke_an	ke_an	m	NP yang ada pada X	NP that exists at X	NA	vp	ada	BEING AT A LOCATION	EXISTENCE OF HAPPINESS IS PRESENCE OF AN OBJECT AT A LOCATION	T-noun_REL_S-verb_prep	LOCATION	1900s	1900-49	happiness is a located object
sng_205	classical_malay	senang	newspapers	MG Oct34:367	1930	Ketahuilah ayuhai saudaraku yang bijaksana betapa riang dan senangnya seseorang yang tiada dia menanggung bebanan hutang. Merekalah ada ghalibnya hidup <phr>dalam</phr> <phr>segala</phr> <colloc>kesukaan</colloc>,	<w type=“target”>kesenangan</w>	, <colloc>kesihatan</colloc>, <colloc>keuntungan</colloc> dan <colloc>keamanan</colloc>. Ringkasnya kalau kita perhatikan mereka yang hidup berhutang, tidaklah lepas mereka itu daripada beberapa sengsara kepayahan dan ....	ke_an	ke_an	prepo	dalam NP	inside of NP	NA	pp	dalam	BOUNDED REGION	EXPERIENCING HAPPINESS IS BEING IN A BOUNDED REGION	S-prep_T-noun	LOCATION	1900s	1900-49	happiness is a location
sng_209	classical_malay	senang	newspapers	MG Dec34:443	1930	... orangnya telah ramai lagi daripada tahun 1933 yang lalu, ataupun tahun 1934 akan habis tentulah pula tahun 1935 akan bertambah ramai lagi daripada masa ini. Daripada <phr>punca</phr>	<w type=“target”>kesenangan</w>	dan <colloc>keramaian</colloc> manusia yang tinggal di dalam negeri ini telah menerbitkan beberapa fikiran yang halus di dalam tiap-tiap pancaindera orang yang mencari wang terutama ahli	ke_an	ke_an	m.multi	puncak NP	peak of NP	NA	np	puncak	BEING AT A HIGH LOCATION	HAPPINESS IS UP	S-noun_T-noun	LOCATION	1900s	1900-49	happiness is up
sng_21	classical_malay	senang	prose	Abd.H 247:2	1840	... belanja guru atau apa2, boleh cuma2 belajar karena makin lama kelak makin ramai orang dalam negeri ini. Maka jikalau kiranya adalah suatu tempat yang demikian boleh <phr>menjadi</phr>	<w type=“target”>kesenangan</w>	<phr>pada</phr> segala bangsa belajar. Bagaimanakah pada fikiran tuan2, baikkah atau tidak seperti kehendak sahaya itu?” Maka jawab Sultan serta Temenggung: “Terlalu baik, tuan, ...	ke_an	ke_an	prepo	NP pada X	NP at X	NA	pp	pada	LOCATIVE_RELATION	EXISTENCE OF HAPPINESS IS PRESENCE OF AN OBJECT AT A LOCATION	T-noun_S-prep	LOCATION	1800s	1800-49	happiness is a located object
sng_210	classical_malay	senang	newspapers	MG Dec34:443	1930	.... kedai kopi, kedai barang-barang makanan, kedai membaiki enjin-enjin, dan lain-lain lagi. Maka sekalian kedai-kedai itu amatlah terang sekali jika takdir <phr>bangkitlah</phr> <phr>semula</phr>	<w type=“target”>kesenangan</w>	wang Tanah Melayu ini seperti dahulu, maka tak dapat tiadalah kedai-kedai yang seperti itulah akan meneguk segala mata wang orang Melayu yang ingin bermotokar, yang .....	ke_an	ke_an	m	NP bangkit	NP awakes/arouses	pred_subj	vp	bangkit	AWAKENING	HAPPINESS IS A SLEEPING/RESTING ENTITY	S-verb_T-noun	BIOLOGICAL ENTITY	1900s	1900-49	happiness is an (un)resting animate entity
sng_211	classical_malay	senang	newspapers	MG Dec34:443	1930	-mana yang masih hidup itu pula telah cuba memujuk-mujuk orang Melayu supaya bersama-sama dan berkongsi dengannya. Ini dengan terang dan terus wajib kita jalankan sebelum masa	<w type=“target”>kesenangan</w>	<phr>yang betul limpah</phr> <phr>di Tanah Melayu</phr> ini akan jadi, dan semasa orang-orang Cina sedang pinang itu kita peletokkan betul-betul lehernya biar terbuntang matanya. Jika ia tahu	ke_an	ke_an	m	NP yang limpah	NP that be brimming	NA	vp	limpah	FLUID CONTAINMENT	HAPPINESS IS A LIQUID IN A CONTAINER	T-noun_REL_S-verb	SUBSTANCE	1900s	1900-49	happiness is a liquid in a container
sng_212	classical_malay	senang	newspapers	M 10Dec34:12	1930	. ia jadi seperti orang kampung ataupun budak-budak dua tiga kurun dahulu, duduk melengung di kedai Cina, jadi steam roll dan berpunggkuk sana <phr>berduyun ke mari dengan</phr> <phr>beberapa</phr>	<w type=“target”>kesenangan</w>	. Nasihat guru-gurunya dahulu salap dipalit, coat dipakai. Pengajaran mak itu apa lagi? masuk telinga kiri, keluar telinga kanan. Gerak-gerai secara pelajaran dan ........	ke_an	ke_an	m.quant.multi	beberapa NP	several NP	NA	quantifiers	beberapa	QUANTITY	INTENSITY OF HAPPINESS IS QUANTITY OF AN OBJECT	S-quant_T-noun	SCALE	1900s	1900-49	intensity of happiness is quantity of object
sng_213	classical_malay	senang	newspapers	MG Jan35:27	1930	..... asing anak-anak Melayu itu sebagai pucuk kayu tidak tetap dan seperti bangsa-bangsa asing yang sayangkan kerja dan payah meninggalkan tempat duduknya (kerusi) walau <phr>ribut</phr>	<w type=“target”>kesenangan</w>	<phr>di tempat lain</phr> akan <phr>sembuh</phr> sekali pun. Maka sekaliannya terpulang kepada anak-anak Melayu. Ubatnya supaya balik anak-anak Melayu bekerja seperti bangsa-bangsa asing itu .	ke_an	ke_an	prepo	NP di X	NP at X	NA	pp	di	LOCATIVE_RELATION	EXISTENCE OF HAPPINESS IS PRESENCE OF AN OBJECT AT A LOCATION	T-noun_S-prep	LOCATION	1900s	1900-49	happiness is a located object
